date,SST,year,month,day,Total_Cal,Total_pseudCent
7/17/87,285.8760941,1987,7,17,50,0
7/18/87,285.9663298,1987,7,18,360,9000
7/19/87,285.8660491,1987,7,19,670,18000
7/20/87,286.2236262,1987,7,20,980,27000
7/21/87,286.230368,1987,7,21,1290,36000
7/22/87,285.9477406,1987,7,22,1600,45000
7/23/87,285.8715257,1987,7,23,50,2500
7/24/87,285.8676886,1987,7,24,504,3214.3
7/25/87,285.8934217,1987,7,25,957,3928.6
7/26/87,285.9125274,1987,7,26,1411,4642.9
7/27/87,285.9274182,1987,7,27,1864,5357.1
7/28/87,285.9399867,1987,7,28,2318,6071.4
7/29/87,286.0940075,1987,7,29,2771,6785.7
7/30/87,286.1754667,1987,7,30,3225,7500
7/31/87,286.1548879,1987,7,31,3679,8214.3
8/1/87,286.144569,1987,8,1,4132,8928.6
8/2/87,286.1500872,1987,8,2,4586,9642.9
8/3/87,286.2799277,1987,8,3,5039,10357.1
8/4/87,286.6436608,1987,8,4,5493,11071.4
8/5/87,286.6321392,1987,8,5,5946,11785.7
8/6/87,286.3881946,1987,8,6,6400,12500
8/7/87,286.3290092,1987,8,7,14850,182500
8/8/87,286.3818515,1987,8,8,5600,25000
8/9/87,286.3372726,1987,8,9,250,27500
8/10/87,286.2935222,1987,8,10,413,21250
8/11/87,286.3486626,1987,8,11,575,15000
8/12/87,286.3765378,1987,8,12,738,8750
8/13/87,286.4793801,1987,8,13,900,2500
8/14/87,286.7223541,1987,8,14,0,0
8/15/87,286.8018965,1987,8,15,125,2613.6
8/16/87,287.1485516,1987,8,16,250,5227.3
8/17/87,287.2418896,1987,8,17,375,7840.9
8/18/87,287.4461426,1987,8,18,500,10454.5
8/19/87,287.5646799,1987,8,19,625,13068.2
8/20/87,287.5188705,1987,8,20,750,15681.8
8/21/87,287.4752587,1987,8,21,875,18295.5
8/22/87,287.6227596,1987,8,22,1000,20909.1
8/23/87,287.6339624,1987,8,23,1125,23522.7
8/24/87,287.6067735,1987,8,24,1250,26136.4
8/25/87,287.6128844,1987,8,25,1375,28750
8/26/87,287.3700872,1987,8,26,1500,31363.6
8/27/87,287.3427804,1987,8,27,1625,33977.3
8/28/87,287.320153,1987,8,28,1750,36590.9
8/29/87,287.2982258,1987,8,29,1875,39204.5
8/30/87,287.2032691,1987,8,30,2000,41818.2
8/31/87,287.1414633,1987,8,31,2125,44431.8
9/1/87,287.1798688,1987,9,1,2250,47045.5
9/2/87,287.1694806,1987,9,2,2375,49659.1
9/3/87,287.0960421,1987,9,3,2500,52272.7
9/4/87,287.0655811,1987,9,4,2625,54886.4
9/5/87,287.2402813,1987,9,5,2750,57500
9/6/87,287.2648879,1987,9,6,400,27500
9/7/87,287.2432691,1987,9,7,2950,235000
9/8/87,287.147997,1987,9,8,2213,176875
9/9/87,287.136725,1987,9,9,1475,118750
9/10/87,286.9545828,1987,9,10,738,60625
9/11/87,286.8754875,1987,9,11,0,2500
9/12/87,286.9666071,1987,9,12,750,23333.3
9/13/87,287.0317094,1987,9,13,1500,44166.7
9/14/87,287.0363853,1987,9,14,2250,65000
9/15/87,286.9181808,1987,9,15,450,2500
9/16/87,286.8891617,1987,9,16,700,26875
9/17/87,286.8416262,1987,9,17,950,51250
9/18/87,286.9474979,1987,9,18,1200,75625
9/19/87,286.9995118,1987,9,19,1450,100000
9/20/87,286.9851548,1987,9,20,3064,104285.7
9/21/87,286.9716886,1987,9,21,4679,108571.4
9/22/87,287.0086695,1987,9,22,6293,112857.1
9/23/87,286.9301773,1987,9,23,7907,117142.9
9/24/87,286.7438549,1987,9,24,9521,121428.6
9/25/87,286.5455707,1987,9,25,11136,125714.3
9/26/87,286.4161253,1987,9,26,12750,130000
9/27/87,286.4467042,1987,9,27,14364,134285.7
9/28/87,286.6148879,1987,9,28,15979,138571.4
9/29/87,286.6671236,1987,9,29,17593,142857.1
9/30/87,286.6710196,1987,9,30,19207,147142.9
10/1/87,286.549595,1987,10,1,20821,151428.6
10/2/87,286.3633628,1987,10,2,22436,155714.3
10/3/87,286.5432172,1987,10,3,24050,160000
10/4/87,286.6560179,1987,10,4,20042,135000
10/5/87,286.5379277,1987,10,5,16033,110000
10/6/87,286.2787804,1987,10,6,12025,85000
10/7/87,286.204257,1987,10,7,8017,60000
10/8/87,286.0961531,1987,10,8,4008,35000
10/9/87,286.0258515,1987,10,9,0,10000
10/10/87,285.7774979,1987,10,10,25,8750
10/11/87,285.686517,1987,10,11,50,7500
10/12/87,285.5666661,1987,10,12,75,6250
10/13/87,285.5318862,1987,10,13,100,5000
10/14/87,285.3171999,1987,10,14,125,3750
10/15/87,285.2658238,1987,10,15,150,2500
10/16/87,285.2567423,1987,10,16,150,12500
10/17/87,285.3378134,1987,10,17,100,5000
10/18/87,285.4186453,1987,10,18,450,2500
10/19/87,285.5006383,1987,10,19,1280,10000
10/20/87,285.3611548,1987,10,20,2110,17500
10/21/87,285.1361184,1987,10,21,2940,25000
10/22/87,284.8909052,1987,10,22,3770,32500
10/23/87,284.8477025,1987,10,23,4600,40000
10/24/87,284.8386453,1987,10,24,5430,47500
10/25/87,284.7665933,1987,10,25,6260,55000
10/26/87,284.6114113,1987,10,26,7090,62500
10/27/87,284.5328082,1987,10,27,7920,70000
10/28/87,284.79903,1987,10,28,8750,77500
10/29/87,284.816517,1987,10,29,1300,7500
10/30/87,284.9131964,1987,10,30,1200,6666.7
10/31/87,284.7267493,1987,10,31,1100,5833.3
4/1/88,281.1503889,1988,4,1,1000,5000
4/2/88,281.2999175,1988,4,2,900,4166.7
4/3/88,281.3505518,1988,4,3,800,3333.3
4/4/88,281.3041948,1988,4,4,700,2500
4/5/88,281.2656263,1988,4,5,600,1666.7
4/6/88,281.2418343,1988,4,6,500,833.3
4/7/88,280.6726731,1988,4,7,400,0
4/8/88,280.8277962,1988,4,8,450,0
4/9/88,280.829602,1988,4,9,429,1428.6
4/10/88,280.8244582,1988,4,10,407,2857.1
4/11/88,280.8549331,1988,4,11,386,4285.7
4/12/88,280.8613317,1988,4,12,364,5714.3
4/13/88,280.9557164,1988,4,13,343,7142.9
4/14/88,280.9923611,1988,4,14,321,8571.4
4/15/88,281.0308395,1988,4,15,300,10000
4/16/88,281.0445934,1988,4,16,21600,70000
4/17/88,281.0576887,1988,4,17,18383,62500
4/18/88,281.0690821,1988,4,18,15167,55000
4/19/88,281.5400526,1988,4,19,11950,47500
4/20/88,281.7650752,1988,4,20,8733,40000
4/21/88,281.7469677,1988,4,21,5517,32500
4/22/88,281.4925344,1988,4,22,2300,25000
4/23/88,281.5017615,1988,4,23,2218,24125
4/24/88,281.4259175,1988,4,24,2135,23250
4/25/88,281.4985171,1988,4,25,2053,22375
4/26/88,281.5543854,1988,4,26,1970,21500
4/27/88,282.1473559,1988,4,27,1888,20625
4/28/88,282.1633594,1988,4,28,1805,19750
4/29/88,281.9847285,1988,4,29,1723,18875
4/30/88,281.9750682,1988,4,30,1640,18000
5/1/88,281.876167,1988,5,1,1558,17125
5/2/88,281.705037,1988,5,2,1475,16250
5/3/88,281.6713975,1988,5,3,1393,15375
5/4/88,281.9108221,1988,5,4,1310,14500
5/5/88,281.9578897,1988,5,5,1228,13625
5/6/88,281.9719036,1988,5,6,1145,12750
5/7/88,282.1401843,1988,5,7,1063,11875
5/8/88,282.1853282,1988,5,8,980,11000
5/9/88,282.2777927,1988,5,9,898,10125
5/10/88,282.2726211,1988,5,10,815,9250
5/11/88,282.3712242,1988,5,11,733,8375
5/12/88,282.431446,1988,5,12,650,7500
5/13/88,282.4462433,1988,5,13,1850,2500
5/14/88,282.8144928,1988,5,14,16200,187500
5/15/88,282.6562744,1988,5,15,15339,177777.8
5/16/88,282.6547701,1988,5,16,14478,168055.6
5/17/88,282.7249226,1988,5,17,13617,158333.3
5/18/88,282.8408013,1988,5,18,12756,148611.1
5/19/88,282.8325275,1988,5,19,11894,138888.9
5/20/88,282.8685552,1988,5,20,11033,129166.7
5/21/88,282.892115,1988,5,21,10172,119444.4
5/22/88,282.9263126,1988,5,22,9311,109722.2
5/23/88,282.9334287,1988,5,23,8450,100000
5/24/88,283.0964269,1988,5,24,7589,90277.8
5/25/88,283.1299174,1988,5,25,6728,80555.6
5/26/88,283.3289399,1988,5,26,5867,70833.3
5/27/88,283.404472,1988,5,27,5006,61111.1
5/28/88,283.461654,1988,5,28,4144,51388.9
5/29/88,283.4363403,1988,5,29,3283,41666.7
5/30/88,283.4358758,1988,5,30,2422,31944.4
5/31/88,283.4325691,1988,5,31,1561,22222.2
6/1/88,283.4297268,1988,6,1,700,12500
6/2/88,283.458271,1988,6,2,689,13333.3
6/3/88,283.623751,1988,6,3,678,14166.7
6/4/88,283.7538481,1988,6,4,667,15000
6/5/88,283.9103541,1988,6,5,656,15833.3
6/6/88,283.9453073,1988,6,6,644,16666.7
6/7/88,284.0494911,1988,6,7,633,17500
6/8/88,283.9930197,1988,6,8,622,18333.3
6/9/88,284.1263853,1988,6,9,611,19166.7
6/10/88,284.1888567,1988,6,10,600,20000
6/11/88,284.2611202,1988,6,11,2450,2500
6/12/88,284.60216,1988,6,12,0,0
6/13/88,284.6704685,1988,6,13,10500,265000
6/14/88,284.3250092,1988,6,14,9742,243750
6/15/88,284.3649815,1988,6,15,8983,222500
6/16/88,284.4466626,1988,6,16,8225,201250
6/17/88,285.2509642,1988,6,17,7467,180000
6/18/88,285.426874,1988,6,18,6708,158750
6/19/88,285.3759832,1988,6,19,5950,137500
6/20/88,285.3588428,1988,6,20,5192,116250
6/21/88,285.3451444,1988,6,21,4433,95000
6/22/88,285.2735396,1988,6,22,3675,73750
6/23/88,285.253186,1988,6,23,2917,52500
6/24/88,285.6127596,1988,6,24,2158,31250
6/25/88,285.7484026,1988,6,25,1400,10000
6/26/88,285.5926522,1988,6,26,100,0
6/27/88,286.0519416,1988,6,27,113,0
6/28/88,286.0921981,1988,6,28,126,0
6/29/88,286.1189607,1988,6,29,139,0
6/30/88,286.1189087,1988,6,30,153,0
7/1/88,286.1244893,1988,7,1,166,0
7/2/88,286.1486071,1988,7,2,179,0
7/3/88,285.7311999,1988,7,3,192,0
7/4/88,285.8487388,1988,7,4,205,0
7/5/88,285.9674009,1988,7,5,218,0
7/6/88,285.7080248,1988,7,6,232,0
7/7/88,285.6587181,1988,7,7,245,0
7/8/88,285.658056,1988,7,8,258,0
7/9/88,285.65903,1988,7,9,271,0
7/10/88,285.691394,1988,7,10,284,0
7/11/88,285.6341739,1988,7,11,297,0
7/12/88,285.5852726,1988,7,12,311,0
7/13/88,285.729082,1988,7,13,324,0
7/14/88,285.8045413,1988,7,14,337,0
7/15/88,285.8169745,1988,7,15,350,0
7/16/88,285.8349711,1988,7,16,313,0
7/17/88,285.8468082,1988,7,17,275,0
7/18/88,285.853959,1988,7,18,238,0
7/19/88,285.8993142,1988,7,19,200,0
7/20/88,285.7420837,1988,7,20,163,0
7/21/88,285.6508775,1988,7,21,125,0
7/22/88,285.6811201,1988,7,22,88,0
7/23/88,286.2404095,1988,7,23,50,0
7/24/88,286.5045551,1988,7,24,988,10000
7/25/88,286.527647,1988,7,25,1925,20000
7/26/88,285.9465586,1988,7,26,2863,30000
7/27/88,286.1355257,1988,7,27,3800,40000
7/28/88,286.4024303,1988,7,28,350,2500
7/29/88,286.4494494,1988,7,29,900,12500
7/30/88,286.2669953,1988,7,30,838,11250
7/31/88,286.4008116,1988,7,31,775,10000
8/1/88,286.5218168,1988,8,1,713,8750
8/2/88,286.4959139,1988,8,2,650,7500
8/3/88,286.2521565,1988,8,3,588,6250
8/4/88,286.2763922,1988,8,4,525,5000
8/5/88,286.2856158,1988,8,5,463,3750
8/6/88,286.4654841,1988,8,6,400,2500
8/7/88,286.7853073,1988,8,7,381,4062.5
8/8/88,286.8222362,1988,8,8,363,5625
8/9/88,286.7613419,1988,8,9,344,7187.5
8/10/88,286.7785239,1988,8,10,325,8750
8/11/88,286.7324061,1988,8,11,306,10312.5
8/12/88,286.5563056,1988,8,12,288,11875
8/13/88,286.5203783,1988,8,13,269,13437.5
8/14/88,286.5319035,1988,8,14,250,15000
8/15/88,286.5635118,1988,8,15,308,14583.3
8/16/88,286.6218549,1988,8,16,367,14166.7
8/17/88,287.0055395,1988,8,17,425,13750
8/18/88,287.084874,1988,8,18,483,13333.3
8/19/88,287.0596158,1988,8,19,542,12916.7
8/20/88,287.0359624,1988,8,20,600,12500
8/21/88,286.7980213,1988,8,21,3125,18750
8/22/88,286.7485343,1988,8,22,5650,25000
8/23/88,286.7495153,1988,8,23,4842,24583.3
8/24/88,286.748569,1988,8,24,4033,24166.7
8/25/88,286.7372796,1988,8,25,3225,23750
8/26/88,286.7099208,1988,8,26,2417,23333.3
8/27/88,286.9565898,1988,8,27,1608,22916.7
8/28/88,286.962718,1988,8,28,800,22500
8/29/88,286.8069745,1988,8,29,450,12500
8/30/88,286.4679659,1988,8,30,225,6250
8/31/88,286.5202882,1988,8,31,0,0
9/1/88,286.5546418,1988,9,1,150,7500
9/2/88,286.5301704,1988,9,2,4625,67500
9/3/88,286.5050577,1988,9,3,9100,127500
9/4/88,286.5466002,1988,9,4,8404,118076.9
9/5/88,286.6122744,1988,9,5,7708,108653.8
9/6/88,286.5754979,1988,9,6,7012,99230.8
9/7/88,286.2277614,1988,9,7,6315,89807.7
9/8/88,286.0848255,1988,9,8,5619,80384.6
9/9/88,286.1013038,1988,9,9,4923,70961.5
9/10/88,286.1039589,1988,9,10,4227,61538.5
9/11/88,285.9940733,1988,9,11,3531,52115.4
9/12/88,286.1082328,1988,9,12,2835,42692.3
9/13/88,286.3364442,1988,9,13,2138,33269.2
9/14/88,286.3434563,1988,9,14,1442,23846.2
9/15/88,286.3046245,1988,9,15,746,14423.1
9/16/88,286.1051444,1988,9,16,50,5000
9/17/88,286.1723368,1988,9,17,150,10000
9/18/88,286.1740664,1988,9,18,0,2500
9/19/88,286.0626245,1988,9,19,1750,115000
9/20/88,285.9972726,1988,9,20,400,2500
9/21/88,286.3938723,1988,9,21,383,2395.8
9/22/88,286.4603957,1988,9,22,367,2291.7
9/23/88,286.4274147,1988,9,23,350,2187.5
9/24/88,285.8554425,1988,9,24,333,2083.3
9/25/88,285.7407215,1988,9,25,317,1979.2
9/26/88,285.7298376,1988,9,26,300,1875
9/27/88,285.4508567,1988,9,27,283,1770.8
9/28/88,285.356056,1988,9,28,267,1666.7
9/29/88,285.3590335,1988,9,29,250,1562.5
9/30/88,285.3497267,1988,9,30,233,1458.3
10/1/88,285.3403056,1988,10,1,217,1354.2
10/2/88,285.5014182,1988,10,2,200,1250
10/3/88,285.507439,1988,10,3,183,1145.8
10/4/88,285.4851687,1988,10,4,167,1041.7
10/5/88,285.4654564,1988,10,5,150,937.5
10/6/88,285.4454633,1988,10,6,133,833.3
10/7/88,285.3936262,1988,10,7,117,729.2
10/8/88,285.3625898,1988,10,8,100,625
10/9/88,285.3518792,1988,10,9,83,520.8
10/10/88,285.1794702,1988,10,10,67,416.7
10/11/88,285.1636643,1988,10,11,50,312.5
10/12/88,285.1596193,1988,10,12,33,208.3
10/13/88,285.1859659,1988,10,13,17,104.2
10/14/88,285.0825829,1988,10,14,0,0
10/15/88,285.0867735,1988,10,15,2450,15000
10/16/88,285.2320526,1988,10,16,3000,42500
10/17/88,285.0793662,1988,10,17,3550,70000
10/18/88,284.9847423,1988,10,18,0,5000
10/19/88,284.9357891,1988,10,19,636,8636.4
10/20/88,285.5538238,1988,10,20,1273,12272.7
10/21/88,285.5814078,1988,10,21,1909,15909.1
10/22/88,285.4731409,1988,10,22,2545,19545.5
10/23/88,285.4672033,1988,10,23,3182,23181.8
10/24/88,284.9964616,1988,10,24,3818,26818.2
10/25/88,285.0140352,1988,10,25,4455,30454.5
10/26/88,285.203907,1988,10,26,5091,34090.9
10/27/88,285.1590266,1988,10,27,5727,37727.3
10/28/88,285.1160768,1988,10,28,6364,41363.6
10/29/88,285.1353801,1988,10,29,7000,45000
10/30/88,284.904472,1988,10,30,800,27500
10/31/88,285.1142189,1988,10,31,767,34500
4/1/89,281.4339313,1989,4,1,733,41500
4/2/89,281.3695882,1989,4,2,700,48500
4/3/89,281.0952346,1989,4,3,667,55500
4/4/89,281.1127563,1989,4,4,633,62500
4/5/89,281.1039001,1989,4,5,600,69500
4/6/89,281.0937407,1989,4,6,567,76500
4/7/89,281.1052416,1989,4,7,533,83500
4/8/89,281.1175535,1989,4,8,500,90500
4/9/89,281.132732,1989,4,9,467,97500
4/10/89,281.3228256,1989,4,10,433,104500
4/11/89,281.309609,1989,4,11,400,111500
4/12/89,281.2281046,1989,4,12,367,118500
4/13/89,281.2099001,1989,4,13,333,125500
4/14/89,281.1893386,1989,4,14,300,132500
4/15/89,281.3061012,1989,4,15,3850,30000
4/16/89,281.2625344,1989,4,16,150,0
4/17/89,281.1804651,1989,4,17,188,0
4/18/89,281.34494,1989,4,18,225,0
4/19/89,281.5540249,1989,4,19,263,0
4/20/89,281.6953802,1989,4,20,300,0
4/21/89,281.9120769,1989,4,21,650,0
4/22/89,281.9432762,1989,4,22,0,0
4/23/89,281.6847597,1989,4,23,0,0
4/24/89,281.59155,1989,4,24,0,0
4/25/89,281.5163993,1989,4,25,0,0
4/26/89,281.4301462,1989,4,26,0,0
4/27/89,281.3236852,1989,4,27,0,0
4/28/89,281.3227459,1989,4,28,0,0
4/29/89,281.3203195,1989,4,29,0,0
4/30/89,281.3194842,1989,4,30,0,0
5/1/89,281.3172554,1989,5,1,4500,35000
5/2/89,281.3469227,1989,5,2,7300,34166.7
5/3/89,281.5088603,1989,5,3,10100,33333.3
5/4/89,282.145401,1989,5,4,12900,32500
5/5/89,282.155401,1989,5,5,11425,33750
5/6/89,282.0197476,1989,5,6,9950,35000
5/7/89,282.1267389,1989,5,7,8475,36250
5/8/89,282.2726939,1989,5,8,7000,37500
5/9/89,282.2373247,1989,5,9,5525,38750
5/10/89,282.658375,1989,5,10,4050,40000
5/11/89,282.7230023,1989,5,11,2575,41250
5/12/89,282.3519244,1989,5,12,1100,42500
5/13/89,282.3591306,1989,5,13,1233,43333.3
5/14/89,282.3526731,1989,5,14,1367,44166.7
5/15/89,282.1795743,1989,5,15,1500,45000
5/16/89,282.4695743,1989,5,16,0,0
5/17/89,282.513654,1989,5,17,37,108.7
5/18/89,282.3458758,1989,5,18,74,217.4
5/19/89,282.5093282,1989,5,19,111,326.1
5/20/89,282.52442,1989,5,20,148,434.8
5/21/89,282.6321427,1989,5,21,185,543.5
5/22/89,282.926732,1989,5,22,222,652.2
5/23/89,283.0055985,1989,5,23,259,760.9
5/24/89,282.9394287,1989,5,24,296,869.6
5/25/89,282.8865864,1989,5,25,333,978.3
5/26/89,282.9129989,1989,5,26,370,1087
5/27/89,283.0646731,1989,5,27,407,1195.7
5/28/89,283.6016054,1989,5,28,443,1304.3
5/29/89,283.1866176,1989,5,29,480,1413
5/30/89,283.1490266,1989,5,30,517,1521.7
5/31/89,283.1500041,1989,5,31,554,1630.4
6/1/89,283.406777,1989,6,1,591,1739.1
6/2/89,283.450673,1989,6,2,628,1847.8
6/3/89,284.0333975,1989,6,3,665,1956.5
6/4/89,283.9805725,1989,6,4,702,2065.2
6/5/89,283.7601254,1989,6,5,739,2173.9
6/6/89,283.8238203,1989,6,6,776,2282.6
6/7/89,283.8245794,1989,6,7,813,2391.3
6/8/89,284.6356505,1989,6,8,850,2500
6/9/89,284.6568845,1989,6,9,8300,130000
6/10/89,284.6225517,1989,6,10,8300,97500
6/11/89,284.5867597,1989,6,11,7667,82083.3
6/12/89,284.5804269,1989,6,12,7033,66666.7
6/13/89,284.9742952,1989,6,13,6400,51250
6/14/89,284.8051167,1989,6,14,5767,35833.3
6/15/89,284.6647597,1989,6,15,5133,20416.7
6/16/89,284.6667285,1989,6,16,4500,5000
6/17/89,286.2435985,1989,6,17,400,0
6/18/89,286.1126314,1989,6,18,635,192.3
6/19/89,286.1211132,1989,6,19,869,384.6
6/20/89,286.2471478,1989,6,20,1104,576.9
6/21/89,285.9734425,1989,6,21,1338,769.2
6/22/89,285.9758896,1989,6,22,1573,961.5
6/23/89,285.9949468,1989,6,23,1808,1153.8
6/24/89,286.0071375,1989,6,24,2042,1346.2
6/25/89,286.0186071,1989,6,25,2277,1538.5
6/26/89,286.0284789,1989,6,26,2512,1730.8
6/27/89,285.3651756,1989,6,27,2746,1923.1
6/28/89,285.3054876,1989,6,28,2981,2115.4
6/29/89,285.3709607,1989,6,29,3215,2307.7
6/30/89,285.3716331,1989,6,30,3450,2500
7/1/89,285.6466453,1989,7,1,2957,4285.7
7/2/89,285.6705863,1989,7,2,2464,6071.4
7/3/89,285.6615499,1989,7,3,1971,7857.1
7/4/89,286.571744,1989,7,4,1479,9642.9
7/5/89,286.7944407,1989,7,5,986,11428.6
7/6/89,286.7525517,1989,7,6,493,13214.3
7/7/89,286.9187319,1989,7,7,0,15000
7/8/89,286.9313003,1989,7,8,50,7500
7/9/89,286.2400768,1989,7,9,100,0
7/10/89,286.1944546,1989,7,10,3000,40000
7/11/89,285.9173732,1989,7,11,2250,30000
7/12/89,285.8974494,1989,7,12,1500,20000
7/13/89,285.9771756,1989,7,13,750,10000
7/14/89,285.9681669,1989,7,14,0,0
7/15/89,285.9656019,1989,7,15,98,12261.9
7/16/89,286.0720525,1989,7,16,195,24523.8
7/17/89,286.1430196,1989,7,17,293,36785.7
7/18/89,286.8606244,1989,7,18,390,49047.6
7/19/89,287.0963887,1989,7,19,488,61309.5
7/20/89,286.9852899,1989,7,20,586,73571.4
7/21/89,287.038666,1989,7,21,683,85833.3
7/22/89,287.733647,1989,7,22,781,98095.2
7/23/89,287.8775014,1989,7,23,879,110357.1
7/24/89,287.974822,1989,7,24,976,122619
7/25/89,288.0762431,1989,7,25,1074,134881
7/26/89,287.9262154,1989,7,26,1171,147142.9
7/27/89,287.8512587,1989,7,27,1269,159404.8
7/28/89,287.8598064,1989,7,28,1367,171666.7
7/29/89,287.537692,1989,7,29,1464,183928.6
7/30/89,287.4890126,1989,7,30,1562,196190.5
7/31/89,287.2798965,1989,7,31,1660,208452.4
8/1/89,287.1276296,1989,8,1,1757,220714.3
8/2/89,287.0256123,1989,8,2,1855,232976.2
8/3/89,287.0461392,1989,8,3,1952,245238.1
8/4/89,287.3000074,1989,8,4,2050,257500
8/5/89,287.6810958,1989,8,5,1367,171666.7
8/6/89,287.8283125,1989,8,6,683,85833.3
8/7/89,287.7827249,1989,8,7,0,0
8/8/89,287.7336366,1989,8,8,275,3750
8/9/89,287.7642501,1989,8,9,550,7500
8/10/89,287.7806279,1989,8,10,825,11250
8/11/89,287.9137891,1989,8,11,1100,15000
8/12/89,287.9531721,1989,8,12,978,13333.3
8/13/89,287.6952795,1989,8,13,856,11666.7
8/14/89,287.6982951,1989,8,14,733,10000
8/15/89,287.6392241,1989,8,15,611,8333.3
8/16/89,287.5660664,1989,8,16,489,6666.7
8/17/89,287.5226071,1989,8,17,367,5000
8/18/89,287.4130092,1989,8,18,244,3333.3
8/19/89,287.4151721,1989,8,19,122,1666.7
8/20/89,287.7750265,1989,8,20,0,0
8/21/89,287.2781288,1989,8,21,330,24500
8/22/89,287.2216435,1989,8,22,660,49000
8/23/89,287.1840248,1989,8,23,990,73500
8/24/89,287.2195984,1989,8,24,1320,98000
8/25/89,287.2141738,1989,8,25,1650,122500
8/26/89,287.2498237,1989,8,26,2281,136562.5
8/27/89,287.3005204,1989,8,27,2913,150625
8/28/89,287.3428255,1989,8,28,3544,164687.5
8/29/89,287.3540282,1989,8,29,4175,178750
8/30/89,287.580049,1989,8,30,4806,192812.5
8/31/89,287.6789572,1989,8,31,5438,206875
9/1/89,287.7269918,1989,9,1,6069,220937.5
9/2/89,287.6982986,1989,9,2,6700,235000
9/3/89,287.6712102,1989,9,3,6392,203333.3
9/4/89,287.5443922,1989,9,4,6083,171666.7
9/5/89,287.4843887,1989,9,5,5775,140000
9/6/89,287.3189884,1989,9,6,5467,108333.3
9/7/89,287.2795568,1989,9,7,5158,76666.7
9/8/89,287.3718549,1989,9,8,4850,45000
9/9/89,287.3147769,1989,9,9,4635,41538.5
9/10/89,287.1559555,1989,9,10,4419,38076.9
9/11/89,287.095283,1989,9,11,4204,34615.4
9/12/89,287.1403055,1989,9,12,3988,31153.8
9/13/89,287.0383575,1989,9,13,3773,27692.3
9/14/89,286.9924546,1989,9,14,3558,24230.8
9/15/89,286.8913558,1989,9,15,3342,20769.2
9/16/89,286.9459451,1989,9,16,3127,17307.7
9/17/89,286.9742605,1989,9,17,2912,13846.2
9/18/89,286.757231,1989,9,18,2696,10384.6
9/19/89,286.7568012,1989,9,19,2481,6923.1
9/20/89,286.6894182,1989,9,20,2265,3461.5
9/21/89,286.6393558,1989,9,21,2050,0
9/22/89,286.7010231,1989,9,22,1367,0
9/23/89,286.7846938,1989,9,23,683,0
9/24/89,286.9345482,1989,9,24,0,0
9/25/89,286.9817752,1989,9,25,50,25000
9/26/89,286.9373107,1989,9,26,5530,37000
9/27/89,286.9433627,1989,9,27,11010,49000
9/28/89,286.9299589,1989,9,28,16490,61000
9/29/89,286.8236123,1989,9,29,21970,73000
9/30/89,286.7624095,1989,9,30,27450,85000
10/1/89,286.7267007,1989,10,1,50,0
10/2/89,286.6955222,1989,10,2,650,5000
10/3/89,286.6550751,1989,10,3,1250,10000
10/4/89,286.6185274,1989,10,4,1850,15000
10/5/89,286.5428324,1989,10,5,2450,20000
10/6/89,286.5134945,1989,10,6,3050,25000
10/7/89,286.4974494,1989,10,7,3650,30000
10/8/89,286.4810127,1989,10,8,2920,24500
10/9/89,286.4659555,1989,10,9,2190,19000
10/10/89,286.4517926,1989,10,10,1460,13500
10/11/89,286.4383991,1989,10,11,730,8000
10/12/89,286.4263264,1989,10,12,0,2500
10/13/89,286.4793558,1989,10,13,75,1250
10/14/89,286.5016227,1989,10,14,150,0
10/15/89,286.3882674,1989,10,15,400,0
10/16/89,286.3599971,1989,10,16,267,0
10/17/89,286.3394563,1989,10,17,133,0
10/18/89,286.3194806,1989,10,18,0,0
10/19/89,286.3539139,1989,10,19,0,0
10/20/89,286.356316,1989,10,20,0,0
10/21/89,286.3909988,1989,10,21,0,0
10/22/89,286.289803,1989,10,22,0,0
10/23/89,286.1771201,1989,10,23,0,0
10/24/89,286.1801531,1989,10,24,0,0
10/25/89,286.1621392,1989,10,25,0,0
10/26/89,285.8925933,1989,10,26,0,0
10/27/89,285.7797579,1989,10,27,0,0
10/28/89,285.7807215,1989,10,28,0,0
10/29/89,285.7236123,1989,10,29,0,0
10/30/89,285.702569,1989,10,30,600,0
10/31/89,285.6927735,1989,10,31,531,312.5
4/1/90,281.3377961,1990,4,1,463,625
4/2/90,281.3461462,1990,4,2,394,937.5
4/3/90,281.3170301,1990,4,3,325,1250
4/4/90,281.2797684,1990,4,4,256,1562.5
4/5/90,281.2616402,1990,4,5,188,1875
4/6/90,281.1295604,1990,4,6,119,2187.5
4/7/90,281.6628811,1990,4,7,50,2500
4/8/90,281.9633178,1990,4,8,64,2142.9
4/9/90,282.0116436,1990,4,9,79,1785.7
4/10/90,281.9649538,1990,4,10,93,1428.6
4/11/90,281.7721635,1990,4,11,107,1071.4
4/12/90,281.7952589,1990,4,12,121,714.3
4/13/90,281.7807667,1990,4,13,136,357.1
4/14/90,281.754167,1990,4,14,150,0
4/15/90,281.703193,1990,4,15,3800,15000
4/16/90,281.633706,1990,4,16,1975,7500
4/17/90,281.7116713,1990,4,17,150,0
4/18/90,281.7200457,1990,4,18,238,1250
4/19/90,281.5200804,1990,4,19,325,2500
4/20/90,281.5049053,1990,4,20,413,3750
4/21/90,281.500576,1990,4,21,500,5000
4/22/90,281.3900284,1990,4,22,560,8500
4/23/90,281.6263923,1990,4,23,620,12000
