date,SST,year,month,day,Total_Cal,Total_pseudCent
4/1/82,280.6740076,1982,4,1,1250,2500
4/2/82,280.619609,1982,4,2,1030,3000
4/3/82,280.6411168,1982,4,3,810,3500
4/4/82,280.8261012,1982,4,4,590,4000
4/5/82,280.8843889,1982,4,5,370,4500
4/6/82,280.9178516,1982,4,6,150,5000
4/7/82,281.1093663,1982,4,7,139,4444.4
4/8/82,281.1505552,1982,4,8,128,3888.9
4/9/82,281.1406384,1982,4,9,117,3333.3
4/10/82,281.152888,1982,4,10,106,2777.8
4/11/82,281.1487667,1982,4,11,94,2222.2
4/12/82,281.1501428,1982,4,12,83,1666.7
4/13/82,281.1790336,1982,4,13,72,1111.1
4/14/82,281.1937927,1982,4,14,61,555.6
4/15/82,281.352427,1982,4,15,50,0
4/16/82,281.7264304,1982,4,16,400,20000
4/17/82,281.8823091,1982,4,17,250,10000
4/18/82,281.755096,1982,4,18,100,0
4/19/82,281.9785518,1982,4,19,16650,10000
4/20/82,281.9890336,1982,4,20,13730,10500
4/21/82,281.8772485,1982,4,21,10810,11000
4/22/82,282.0501635,1982,4,22,7890,11500
4/23/82,282.0502294,1982,4,23,4970,12000
4/24/82,281.9956575,1982,4,24,2050,12500
4/25/82,281.9957649,1982,4,25,3975,13750
4/26/82,282.3124166,1982,4,26,5900,15000
4/27/82,282.4249365,1982,4,27,7825,16250
4/28/82,282.5822814,1982,4,28,9750,17500
4/29/82,282.5907944,1982,4,29,11675,18750
4/30/82,282.5597996,1982,4,30,13600,20000
5/1/82,282.4932866,1982,5,1,3000,12500
5/2/82,282.3878238,1982,5,2,2769,11730.8
5/3/82,282.3686453,1982,5,3,2538,10961.5
5/4/82,282.355245,1982,5,4,2308,10192.3
5/5/82,282.337498,1982,5,5,2077,9423.1
5/6/82,282.0164304,1982,5,6,1846,8653.8
5/7/82,282.0790336,1982,5,7,1615,7884.6
5/8/82,282.0232485,1982,5,8,1385,7115.4
5/9/82,281.8774183,1982,5,9,1154,6346.2
5/10/82,282.1820041,1982,5,10,923,5576.9
5/11/82,282.2079556,1982,5,11,692,4807.7
5/12/82,282.14407,1982,5,12,462,4038.5
5/13/82,282.1923195,1982,5,13,231,3269.2
5/14/82,282.2188914,1982,5,14,0,2500
5/15/82,282.3731583,1982,5,15,1750,55000
5/16/82,282.4026523,1982,5,16,350,0
5/17/82,282.4259209,1982,5,17,14400,5000
5/18/82,282.4156401,1982,5,18,11580,4000
5/19/82,283.1958412,1982,5,19,8760,3000
5/20/82,283.3937614,1982,5,20,5940,2000
5/21/82,283.4165795,1982,5,21,3120,1000
5/22/82,283.4582086,1982,5,22,300,0
5/23/82,283.6793178,1982,5,23,233,5000
5/24/82,283.757602,1982,5,24,167,10000
5/25/82,283.4496678,1982,5,25,100,15000
5/26/82,283.4302363,1982,5,26,12525,51250
5/27/82,283.4708082,1982,5,27,24950,87500
5/28/82,283.4809053,1982,5,28,13500,46250
5/29/82,283.4834287,1982,5,29,2050,5000
5/30/82,283.4841739,1982,5,30,14050,87500
5/31/82,283.4841184,1982,5,31,12294,76562.5
6/1/82,283.6414148,1982,6,1,10538,65625
6/2/82,284.3726938,1982,6,2,8781,54687.5
6/3/82,284.5659243,1982,6,3,7025,43750
6/4/82,284.9838273,1982,6,4,5269,32812.5
6/5/82,285.7603818,1982,6,5,3513,21875
6/6/82,285.921699,1982,6,6,1756,10937.5
6/7/82,286.108874,1982,6,7,0,0
6/8/82,286.1694044,1982,6,8,2600,10000
6/9/82,286.4361946,1982,6,9,5200,20000
6/10/82,286.5571062,1982,6,10,1900,97500
6/11/82,286.5797163,1982,6,11,3150,20000
6/12/82,286.5973385,1982,6,12,1775,18750
6/13/82,285.6745517,1982,6,13,400,17500
6/14/82,285.5309018,1982,6,14,1500,12500
6/15/82,285.5126765,1982,6,15,2600,7500
6/16/82,285.4244893,1982,6,16,3250,12500
6/17/82,285.4132137,1982,6,17,3900,17500
6/18/82,285.4306938,1982,6,18,4550,22500
6/19/82,285.4549156,1982,6,19,5200,27500
6/20/82,284.8907111,1982,6,20,3300,15000
6/21/82,284.8500838,1982,6,21,3931,48437.5
6/22/82,285.1137302,1982,6,22,4563,81875
6/23/82,285.125855,1982,6,23,5194,115312.5
6/24/82,285.1659,1982,6,24,5825,148750
6/25/82,285.1996054,1982,6,25,6456,182187.5
6/26/82,285.2607181,1982,6,26,7088,215625
6/27/82,285.2967077,1982,6,27,7719,249062.5
6/28/82,285.281342,1982,6,28,8350,282500
6/29/82,285.0631513,1982,6,29,7515,254250
6/30/82,285.0423714,1982,6,30,6680,226000
7/1/82,285.1613212,1982,7,1,5845,197750
7/2/82,285.1746002,1982,7,2,5010,169500
7/3/82,285.2317961,1982,7,3,4175,141250
7/4/82,285.3010231,1982,7,4,3340,113000
7/5/82,285.3275014,1982,7,5,2505,84750
7/6/82,285.9707562,1982,7,6,1670,56500
7/7/82,286.1873662,1982,7,7,835,28250
7/8/82,286.2550369,1982,7,8,0,0
7/9/82,286.2522605,1982,7,9,4100,67500
7/10/82,286.2234425,1982,7,10,3875,40000
7/11/82,286.7490854,1982,7,11,3650,12500
7/12/82,286.8048636,1982,7,12,2467,13333.3
7/13/82,286.6770127,1982,7,13,1283,14166.7
7/14/82,286.648666,1982,7,14,100,15000
7/15/82,286.484361,1982,7,15,200,15000
7/16/82,286.4562016,1982,7,16,271,17142.9
7/17/82,286.4458272,1982,7,17,343,19285.7
7/18/82,286.9277891,1982,7,18,414,21428.6
7/19/82,287.0098203,1982,7,19,486,23571.4
7/20/82,287.0211686,1982,7,20,557,25714.3
7/21/82,287.0056539,1982,7,21,629,27857.1
7/22/82,286.7234009,1982,7,22,700,30000
7/23/82,286.8153038,1982,7,23,2925,42500
7/24/82,287.0086106,1982,7,24,5150,55000
7/25/82,287.2942778,1982,7,25,7250,17500
7/26/82,287.3443853,1982,7,26,6715,16153.8
7/27/82,287.9241877,1982,7,27,6181,14807.7
7/28/82,287.9338653,1982,7,28,5646,13461.5
7/29/82,287.8609398,1982,7,29,5112,12115.4
7/30/82,288.201023,1982,7,30,4577,10769.2
7/31/82,288.2765204,1982,7,31,4042,9423.1
8/1/82,288.1623229,1982,8,1,3508,8076.9
8/2/82,288.1754563,1982,8,2,2973,6730.8
8/3/82,288.2170542,1982,8,3,2438,5384.6
8/4/82,288.2963506,1982,8,4,1904,4038.5
8/5/82,288.3255603,1982,8,5,1369,2692.3
8/6/82,288.1246348,1982,8,6,835,1346.2
8/7/82,287.9954667,1982,8,7,300,0
8/8/82,287.91764,1982,8,8,1625,16250
8/9/82,287.9626833,1982,8,9,2950,32500
8/10/82,287.9724684,1982,8,10,6400,30000
8/11/82,288.0686105,1982,8,11,4367,22500
8/12/82,287.9464199,1982,8,12,2333,15000
8/13/82,287.722153,1982,8,13,300,7500
8/14/82,287.8722847,1982,8,14,6950,22500
8/15/82,287.8915152,1982,8,15,4733,15000
8/16/82,287.8259693,1982,8,16,2517,7500
8/17/82,287.7281634,1982,8,17,300,0
8/18/82,287.2610993,1982,8,18,9483,37500
8/19/82,287.0779208,1982,8,19,18667,75000
8/20/82,287.0452865,1982,8,20,27850,112500
8/21/82,287.0199381,1982,8,21,5200,37500
8/22/82,287.0025204,1982,8,22,0,0
8/23/82,286.9851998,1982,8,23,4100,132500
8/24/82,286.967543,1982,8,24,4600,115000
8/25/82,286.8572553,1982,8,25,3625,86250
8/26/82,286.8885309,1982,8,26,2650,57500
8/27/82,287.0101288,1982,8,27,1675,28750
8/28/82,287.0717787,1982,8,28,700,0
8/29/82,287.0691686,1982,8,29,820,4500
8/30/82,287.0267388,1982,8,30,940,9000
8/31/82,286.9446556,1982,8,31,1060,13500
9/1/82,286.8702016,1982,9,1,1180,18000
9/2/82,286.8986036,1982,9,2,1300,22500
9/3/82,286.8191444,1982,9,3,1420,27000
9/4/82,286.8375672,1982,9,4,1540,31500
9/5/82,286.8317059,1982,9,5,1660,36000
9/6/82,286.8122189,1982,9,6,1780,40500
9/7/82,286.6843679,1982,9,7,1900,45000
9/8/82,286.6554459,1982,9,8,16800,40000
9/9/82,286.6994979,1982,9,9,8700,31250
9/10/82,286.6467908,1982,9,10,600,22500
9/11/82,286.6028497,1982,9,11,1850,25000
9/12/82,286.4632241,1982,9,12,2386,23571.4
9/13/82,286.4506314,1982,9,13,2921,22142.9
9/14/82,286.4392865,1982,9,14,3457,20714.3
9/15/82,286.4623298,1982,9,15,3993,19285.7
9/16/82,286.5122813,1982,9,16,4529,17857.1
9/17/82,286.5120491,1982,9,17,5064,16428.6
9/18/82,286.461803,1982,9,18,5600,15000
9/19/82,286.4401565,1982,9,19,450,167500
9/20/82,286.3872449,1982,9,20,500,47500
9/21/82,286.2482536,1982,9,21,2350,7500
9/22/82,286.2021184,1982,9,22,0,0
9/23/82,286.0720907,1982,9,23,170,1500
9/24/82,286.1130265,1982,9,24,340,3000
9/25/82,286.0904338,1982,9,25,510,4500
9/26/82,286.0741184,1982,9,26,680,6000
9/27/82,286.0611583,1982,9,27,850,7500
9/28/82,286.0567215,1982,9,28,1020,9000
9/29/82,286.0591063,1982,9,29,1190,10500
9/30/82,286.050205,1982,9,30,1360,12000
10/1/82,286.075238,1982,10,1,1530,13500
10/2/82,285.9803541,1982,10,2,1700,15000
10/3/82,285.9405343,1982,10,3,2300,12500
10/4/82,285.7012692,1982,10,4,5394,13437.5
10/5/82,286.4050924,1982,10,5,8488,14375
10/6/82,286.2162224,1982,10,6,11581,15312.5
10/7/82,286.2086695,1982,10,7,14675,16250
10/8/82,286.2229676,1982,10,8,17769,17187.5
10/9/82,285.7101357,1982,10,9,20863,18125
10/10/82,285.6510023,1982,10,10,23956,19062.5
10/11/82,285.5967735,1982,10,11,27050,20000
10/12/82,285.3342328,1982,10,12,18067,13333.3
10/13/82,285.2335084,1982,10,13,9083,6666.7
10/14/82,285.3770231,1982,10,14,100,0
10/15/82,285.4460699,1982,10,15,1450,10000
10/16/82,285.5016054,1982,10,16,1300,8888.9
10/17/82,285.481446,1982,10,17,1150,7777.8
10/18/82,285.4615188,1982,10,18,1000,6666.7
10/19/82,285.37103,1982,10,19,850,5555.6
10/20/82,285.1840768,1982,10,20,700,4444.4
10/21/82,285.0617683,1982,10,21,550,3333.3
10/22/82,284.9393662,1982,10,22,400,2222.2
10/23/82,285.0694876,1982,10,23,250,1111.1
10/24/82,285.0929815,1982,10,24,100,0
10/25/82,285.0197025,1982,10,25,143,0
10/26/82,285.187595,1982,10,26,186,0
10/27/82,285.2313593,1982,10,27,229,0
10/28/82,285.2446626,1982,10,28,271,0
10/29/82,285.2359798,1982,10,29,314,0
10/30/82,285.2272311,1982,10,30,357,0
10/31/82,285.2197094,1982,10,31,400,0
4/1/83,280.5773733,1983,4,1,367,0
4/2/83,280.5402849,1983,4,2,333,0
4/3/83,280.5464374,1983,4,3,300,0
4/4/83,280.374784,1983,4,4,6600,0
4/5/83,280.8735431,1983,4,5,3600,2500
4/6/83,280.8265449,1983,4,6,600,5000
4/7/83,280.6905483,1983,4,7,500,2500
4/8/83,280.6505899,1983,4,8,459,2272.7
4/9/83,280.6308152,1983,4,9,418,2045.5
4/10/83,280.5586072,1983,4,10,377,1818.2
4/11/83,280.4226592,1983,4,11,336,1590.9
4/12/83,280.3634357,1983,4,12,295,1363.6
4/13/83,280.3752242,1983,4,13,255,1136.4
4/14/83,280.4662052,1983,4,14,214,909.1
4/15/83,280.4816887,1983,4,15,173,681.8
4/16/83,280.4869019,1983,4,16,132,454.5
4/17/83,280.4752762,1983,4,17,91,227.3
4/18/83,280.926427,1983,4,18,50,0
4/19/83,280.9711272,1983,4,19,12450,57500
4/20/83,280.9826592,1983,4,20,450,0
4/21/83,280.9948533,1983,4,21,533,0
4/22/83,280.9920007,1983,4,22,617,0
4/23/83,280.9629539,1983,4,23,700,0
4/24/83,280.8844131,1983,4,24,980,500
4/25/83,280.8561948,1983,4,25,1260,1000
4/26/83,280.805602,1983,4,26,1540,1500
4/27/83,280.7925414,1983,4,27,1820,2000
4/28/83,280.7979175,1983,4,28,2100,2500
4/29/83,280.5531549,1983,4,29,3800,0
4/30/83,280.469349,1983,4,30,41400,57500
5/1/83,280.4181601,1983,5,1,5550,20000
5/2/83,280.886635,1983,5,2,4856,17500
5/3/83,281.4622086,1983,5,3,4163,15000
5/4/83,281.535349,1983,5,4,3469,12500
5/5/83,281.232122,1983,5,5,2775,10000
5/6/83,281.2911896,1983,5,6,2081,7500
5/7/83,281.2971688,1983,5,7,1388,5000
5/8/83,282.0513213,1983,5,8,694,2500
5/9/83,282.1683368,1983,5,9,0,0
5/10/83,282.1072346,1983,5,10,75,1250
5/11/83,281.9875362,1983,5,11,150,2500
5/12/83,281.6543923,1983,5,12,450,0
5/13/83,281.5021566,1983,5,13,675,1250
5/14/83,281.4875535,1983,5,14,900,2500
5/15/83,281.6992658,1983,5,15,817,52500
5/16/83,281.7587979,1983,5,16,733,102500
5/17/83,281.8208291,1983,5,17,650,152500
5/18/83,281.5425171,1983,5,18,1413,115625
5/19/83,281.4607632,1983,5,19,2175,78750
5/20/83,281.4668429,1983,5,20,2938,41875
5/21/83,281.4829573,1983,5,21,3700,5000
5/22/83,281.8950336,1983,5,22,4208,23750
5/23/83,281.954583,1983,5,23,4717,42500
5/24/83,281.9679174,1983,5,24,5225,61250
5/25/83,282.373394,1983,5,25,5733,80000
5/26/83,282.3695258,1983,5,26,6242,98750
5/27/83,282.3568602,1983,5,27,6750,117500
5/28/83,282.2421947,1983,5,28,1250,40000
5/29/83,282.2868325,1983,5,29,4900,101250
5/30/83,282.1045656,1983,5,30,8550,162500
5/31/83,282.0911063,1983,5,31,6700,123333.3
6/1/83,282.1166696,1983,6,1,4850,84166.7
6/2/83,282.1312658,1983,6,2,3000,45000
6/3/83,282.1499452,1983,6,3,3217,37916.7
6/4/83,282.1670855,1983,6,4,3433,30833.3
6/5/83,282.9357233,1983,6,5,3650,23750
6/6/83,282.9784963,1983,6,6,3867,16666.7
6/7/83,282.9359174,1983,6,7,4083,9583.3
6/8/83,282.9460595,1983,6,8,4300,2500
6/9/83,282.9585795,1983,6,9,2150,1250
6/10/83,282.9688498,1983,6,10,0,0
6/11/83,283.4345483,1983,6,11,200,0
6/12/83,283.30955,1983,6,12,400,0
6/13/83,283.1048498,1983,6,13,600,0
6/14/83,283.0612796,1983,6,14,4233,5000
6/15/83,283.3380595,1983,6,15,7867,10000
6/16/83,283.3959209,1983,6,16,11500,15000
6/17/83,283.831037,1983,6,17,0,0
6/18/83,283.9131098,1983,6,18,8100,0
6/19/83,284.8801704,1983,6,19,2300,0
6/20/83,285.112361,1983,6,20,3188,26250
6/21/83,284.9170578,1983,6,21,4075,52500
6/22/83,284.9230786,1983,6,22,4963,78750
6/23/83,284.8661496,1983,6,23,5850,105000
6/24/83,284.9025725,1983,6,24,5318,95681.8
6/25/83,284.9430682,1983,6,25,4786,86363.6
6/26/83,284.9658619,1983,6,26,4255,77045.5
6/27/83,284.8144754,1983,6,27,3723,67727.3
6/28/83,284.7380422,1983,6,28,3191,58409.1
6/29/83,284.7470023,1983,6,29,2659,49090.9
6/30/83,284.9901947,1983,6,30,2127,39772.7
7/1/83,285.0286834,1983,7,1,1595,30454.5
7/2/83,284.5570959,1983,7,2,1064,21136.4
7/3/83,284.5928463,1983,7,3,532,11818.2
7/4/83,284.7975465,1983,7,4,0,2500
7/5/83,284.9576089,1983,7,5,19,3125
7/6/83,285.5184165,1983,7,6,38,3750
7/7/83,286.1505933,1983,7,7,56,4375
7/8/83,286.4462501,1983,7,8,75,5000
7/9/83,286.7714043,1983,7,9,94,5625
7/10/83,286.8986626,1983,7,10,113,6250
7/11/83,286.9358723,1983,7,11,131,6875
7/12/83,287.381439,1983,7,12,150,7500
7/13/83,287.5140005,1983,7,13,225,3750
7/14/83,287.4637648,1983,7,14,300,0
7/15/83,287.4495187,1983,7,15,1550,25000
7/16/83,287.2306487,1983,7,16,850,2500
7/17/83,287.5259728,1983,7,17,700,2000
7/18/83,287.8226799,1983,7,18,550,1500
7/19/83,287.7991478,1983,7,19,400,1000
7/20/83,286.6065135,1983,7,20,250,500
7/21/83,287.3703437,1983,7,21,100,0
7/22/83,287.7851894,1983,7,22,11450,72500
7/23/83,287.8970196,1983,7,23,2600,2500
7/24/83,287.6839658,1983,7,24,5650,38750
7/25/83,287.7776192,1983,7,25,8700,75000
7/26/83,287.8054563,1983,7,26,7979,68750
7/27/83,287.8211963,1983,7,27,7258,62500
7/28/83,287.8289676,1983,7,28,6538,56250
7/29/83,287.8326764,1983,7,29,5817,50000
7/30/83,287.8335499,1983,7,30,5096,43750
7/31/83,287.8323229,1983,7,31,4375,37500
8/1/83,287.8295776,1983,8,1,3654,31250
8/2/83,287.8257579,1983,8,2,2933,25000
8/3/83,287.820874,1983,8,3,2213,18750
8/4/83,287.5274043,1983,8,4,1492,12500
8/5/83,287.4120525,1983,8,5,771,6250
8/6/83,287.3510196,1983,8,6,50,0
8/7/83,287.4073662,1983,8,7,25,0
8/8/83,287.5513315,1983,8,8,0,0
8/9/83,287.5607804,1983,8,9,300,0
8/10/83,287.5528948,1983,8,10,271,714.3
8/11/83,287.3763021,1983,8,11,243,1428.6
8/12/83,287.1128567,1983,8,12,214,2142.9
8/13/83,287.527997,1983,8,13,186,2857.1
8/14/83,287.4890126,1983,8,14,157,3571.4
8/15/83,287.4681842,1983,8,15,129,4285.7
8/16/83,287.8020317,1983,8,16,100,5000
8/17/83,287.8704927,1983,8,17,1450,5000
8/18/83,287.8218411,1983,8,18,800,17500
8/19/83,288.0555811,1983,8,19,150,30000
8/20/83,288.11077,1983,8,20,3500,62500
8/21/83,288.8573107,1983,8,21,0,0
8/22/83,288.9948185,1983,8,22,358,2500
8/23/83,288.956614,1983,8,23,717,5000
8/24/83,288.9230854,1983,8,24,1075,7500
8/25/83,288.5019936,1983,8,25,1433,10000
8/26/83,288.5982778,1983,8,26,1792,12500
8/27/83,288.7581877,1983,8,27,2150,15000
8/28/83,288.7364857,1983,8,28,37850,67500
8/29/83,288.704926,1983,8,29,33817,70833.3
8/30/83,288.705335,1983,8,30,29783,74166.7
8/31/83,288.7758202,1983,8,31,25750,77500
9/1/83,288.8352136,1983,9,1,21717,80833.3
9/2/83,288.8066279,1983,9,2,17683,84166.7
9/3/83,288.7796019,1983,9,3,13650,87500
9/4/83,288.6950091,1983,9,4,9617,90833.3
9/5/83,287.8824615,1983,9,5,5583,94166.7
9/6/83,287.6012587,1983,9,6,1550,97500
9/7/83,287.5844719,1983,9,7,1292,81250
9/8/83,287.5650404,1983,9,8,1033,65000
9/9/83,287.3712033,1983,9,9,775,48750
9/10/83,287.1035395,1983,9,10,517,32500
9/11/83,286.9309087,1983,9,11,258,16250
9/12/83,286.8950646,1983,9,12,0,0
9/13/83,286.8648636,1983,9,13,2450,7500
9/14/83,286.8448532,1983,9,14,1700,2500
9/15/83,286.8252934,1983,9,15,9675,145000
9/16/83,286.7849191,1983,9,16,17650,287500
9/17/83,286.7482848,1983,9,17,1200,57500
9/18/83,286.5102154,1983,9,18,1900,42500
9/19/83,286.4100075,1983,9,19,2600,27500
9/20/83,286.3820144,1983,9,20,2388,25208.3
9/21/83,286.3573939,1983,9,21,2175,22916.7
9/22/83,286.3360664,1983,9,22,1963,20625
9/23/83,286.3175777,1983,9,23,1750,18333.3
9/24/83,286.3012241,1983,9,24,1538,16041.7
9/25/83,286.2867284,1983,9,25,1325,13750
9/26/83,286.2736504,1983,9,26,1113,11458.3
9/27/83,286.2634702,1983,9,27,900,9166.7
9/28/83,285.9892588,1983,9,28,688,6875
9/29/83,285.9070681,1983,9,29,475,4583.3
9/30/83,285.9128706,1983,9,30,263,2291.7
10/1/83,285.8705759,1983,10,1,50,0
10/2/83,285.8638862,1983,10,2,300,15000
10/3/83,285.7337406,1983,10,3,688,31250
10/4/83,285.6037198,1983,10,4,1075,47500
10/5/83,285.7433593,1983,10,5,1463,63750
10/6/83,285.8148047,1983,10,6,1850,80000
10/7/83,285.7945205,1983,10,7,1425,60000
10/8/83,285.7951409,1983,10,8,1000,40000
10/9/83,285.851907,1983,10,9,575,20000
10/10/83,285.8844304,1983,10,10,150,0
10/11/83,285.8754217,1983,10,11,113,0
10/12/83,285.8335985,1983,10,12,75,0
10/13/83,285.7103472,1983,10,13,38,0
10/14/83,285.6713628,1983,10,14,0,0
10/15/83,285.5352415,1983,10,15,150,2500
10/16/83,285.5189468,1983,10,16,283,48333.3
10/17/83,285.5037059,1983,10,17,417,94166.7
10/18/83,285.4259728,1983,10,18,550,140000
10/19/83,285.2495881,1983,10,19,1700,97500
10/20/83,285.1872449,1983,10,20,2400,51250
10/21/83,285.057491,1983,10,21,3100,5000
10/22/83,285.0449746,1983,10,22,0,0
10/23/83,285.034056,1983,10,23,150,0
10/24/83,285.0695881,1983,10,24,150,0
10/25/83,285.0460144,1983,10,25,150,0
10/26/83,285.017394,1983,10,26,236,0
10/27/83,284.7071964,1983,10,27,321,0
10/28/83,284.7012241,1983,10,28,407,0
10/29/83,284.7381981,1983,10,29,493,0
10/30/83,284.7311513,1983,10,30,579,0
10/31/83,284.7148325,1983,10,31,664,0
4/1/84,280.5810648,1984,4,1,750,0
4/2/84,280.5739833,1984,4,2,1300,0
4/3/84,280.3397372,1984,4,3,1850,0
4/4/84,280.3863126,1984,4,4,2400,0
4/5/84,280.5682052,1984,4,5,2000,0
4/6/84,280.7433386,1984,4,6,1300,0
4/7/84,280.8358447,1984,4,7,600,0
4/8/84,280.8804547,1984,4,8,533,0
4/9/84,280.8551896,1984,4,9,467,0
4/10/84,280.8733351,1984,4,10,400,0
4/11/84,280.8644547,1984,4,11,333,0
4/12/84,280.8583057,1984,4,12,267,0
4/13/84,280.9974461,1984,4,13,200,0
4/14/84,281.0452138,1984,4,14,133,0
4/15/84,280.9340041,1984,4,15,67,0
4/16/84,280.884888,1984,4,16,0,0
4/17/84,280.9007598,1984,4,17,200,0
4/18/84,280.8963369,1984,4,18,188,0
4/19/84,280.8924339,1984,4,19,175,0
4/20/84,280.8886488,1984,4,20,163,0
4/21/84,281.5881116,1984,4,21,150,0
4/22/84,281.6299694,1984,4,22,138,0
4/23/84,281.8036332,1984,4,23,125,0
4/24/84,281.8382571,1984,4,24,113,0
4/25/84,281.9069989,1984,4,25,100,0
4/26/84,282.1403542,1984,4,26,88,0
4/27/84,282.2221462,1984,4,27,75,0
4/28/84,282.2168325,1984,4,28,63,0
4/29/84,281.9881427,1984,4,29,50,0
4/30/84,281.952427,1984,4,30,11100,195000
5/1/84,281.9388672,1984,5,1,10561,184736.8
5/2/84,282.5760491,1984,5,2,10021,174473.7
5/3/84,282.6324478,1984,5,3,9482,164210.5
5/4/84,282.5669469,1984,5,4,8942,153947.4
5/5/84,282.6058065,1984,5,5,8403,143684.2
5/6/84,282.7518446,1984,5,6,7863,133421.1
5/7/84,282.4845483,1984,5,7,7324,123157.9
5/8/84,282.6283264,1984,5,8,6784,112894.7
5/9/84,283.0711964,1984,5,9,6245,102631.6
5/10/84,283.0348602,1984,5,10,5705,92368.4
5/11/84,282.8462467,1984,5,11,5166,82105.3
5/12/84,282.8640179,1984,5,12,4626,71842.1
5/13/84,282.8555881,1984,5,13,4087,61578.9
5/14/84,282.871803,1984,5,14,3547,51315.8
5/15/84,283.2504651,1984,5,15,3008,41052.6
5/16/84,283.3153836,1984,5,16,2468,30789.5
5/17/84,283.4683299,1984,5,17,1929,20526.3
5/18/84,283.2883334,1984,5,18,1389,10263.2
5/19/84,283.3839347,1984,5,19,850,0
5/20/84,283.6261427,1984,5,20,1700,15000
5/21/84,283.6238619,1984,5,21,7883,78333.3
5/22/84,283.4889365,1984,5,22,14067,141666.7
5/23/84,283.2052554,1984,5,23,20250,205000
5/24/84,283.2602814,1984,5,24,17200,102500
5/25/84,283.3713732,1984,5,25,25650,251250
5/26/84,283.1439036,1984,5,26,34100,400000
5/27/84,283.3589399,1984,5,27,10000,107500
5/28/84,283.471706,1984,5,28,9080,98500
5/29/84,283.5150647,1984,5,29,8160,89500
5/30/84,283.5323507,1984,5,30,7240,80500
5/31/84,283.5792727,1984,5,31,6320,71500
6/1/84,283.4720214,1984,6,1,5400,62500
6/2/84,284.1110231,1984,6,2,4480,53500
6/3/84,284.0007077,1984,6,3,3560,44500
6/4/84,283.6523091,1984,6,4,2640,35500
6/5/84,283.6499833,1984,6,5,1720,26500
6/6/84,283.7211098,1984,6,6,800,17500
6/7/84,284.0003611,1984,6,7,0,5000
6/8/84,284.2359105,1984,6,8,100,0
6/9/84,284.5229261,1984,6,9,5394,15000
6/10/84,284.2284408,1984,6,10,10688,30000
6/11/84,284.2831236,1984,6,11,15981,45000
6/12/84,284.3118966,1984,6,12,21275,60000
6/13/84,284.3565066,1984,6,13,26569,75000
6/14/84,284.3492969,1984,6,14,31863,90000
6/15/84,284.3462952,1984,6,15,37156,105000
6/16/84,284.4608671,1984,6,16,42450,120000
6/17/84,284.50442,1984,6,17,33213,97500
6/18/84,284.5039486,1984,6,18,23975,75000
6/19/84,284.4979832,1984,6,19,14738,52500
6/20/84,284.5573524,1984,6,20,5500,30000
6/21/84,284.5798793,1984,6,21,3800,87500
6/22/84,284.7490543,1984,6,22,9600,115000
6/23/84,284.8062987,1984,6,23,11750,160000
6/24/84,284.7932068,1984,6,24,8100,166250
6/25/84,284.7835569,1984,6,25,4450,172500
6/26/84,284.7749018,1984,6,26,1450,30000
6/27/84,284.7681739,1984,6,27,650,52500
6/28/84,284.7480318,1984,6,28,591,47727.3
6/29/84,285.2230959,1984,6,29,532,42954.5
6/30/84,285.3072345,1984,6,30,473,38181.8
7/1/84,285.3445205,1984,7,1,414,33409.1
7/2/84,285.636361,1984,7,2,355,28636.4
7/3/84,285.6746522,1984,7,3,295,23863.6
7/4/84,285.4937891,1984,7,4,236,19090.9
7/5/84,286.3260595,1984,7,5,177,14318.2
7/6/84,286.4870508,1984,7,6,118,9545.5
7/7/84,286.7340976,1984,7,7,59,4772.7
7/8/84,286.219751,1984,7,8,0,0
7/9/84,286.1725031,1984,7,9,50,0
7/10/84,286.2181323,1984,7,10,100,0
7/11/84,286.2201877,1984,7,11,150,0
7/12/84,286.3047076,1984,7,12,200,0
7/13/84,286.3474425,1984,7,13,650,12500
7/14/84,286.5684997,1984,7,14,1100,25000
7/15/84,286.6185586,1984,7,15,600,15000
7/16/84,286.5934841,1984,7,16,400,12500
7/17/84,286.5950508,1984,7,17,200,10000
7/18/84,286.6494494,1984,7,18,0,7500
7/19/84,286.697238,1984,7,19,850,27500
7/20/84,286.6802154,1984,7,20,1000,52500
7/21/84,286.687075,1984,7,21,2325,73750
7/22/84,286.687952,1984,7,22,3650,95000
7/23/84,286.6939659,1984,7,23,850,5000
7/24/84,287.1180005,1984,7,24,831,4861.1
7/25/84,287.1255846,1984,7,25,811,4722.2
7/26/84,287.0501461,1984,7,26,792,4583.3
7/27/84,287.121848,1984,7,27,772,4444.4
7/28/84,287.1443957,1984,7,28,753,4305.6
7/29/84,287.156153,1984,7,29,733,4166.7
7/30/84,287.1632761,1984,7,30,714,4027.8
7/31/84,287.2128671,1984,7,31,694,3888.9
8/1/84,287.4082327,1984,8,1,675,3750
8/2/84,287.5367873,1984,8,2,656,3611.1
8/3/84,287.2417267,1984,8,3,636,3472.2
8/4/84,287.1128463,1984,8,4,617,3333.3
8/5/84,287.1518965,1984,8,5,597,3194.4
8/6/84,286.9254217,1984,8,6,578,3055.6
8/7/84,287.1139659,1984,8,7,558,2916.7
8/8/84,287.1327076,1984,8,8,539,2777.8
8/9/84,287.1574182,1984,8,9,519,2638.9
8/10/84,287.2543506,1984,8,10,500,2500
8/11/84,287.2798723,1984,8,11,388,1875
8/12/84,287.3188844,1984,8,12,275,1250
