pxcor,pycor,Lat,long
0,110,56,-8
1,110,56,-7.984
2,110,56,-7.968
3,110,56,-7.952
4,110,56,-7.936
5,110,56,-7.92
6,110,56,-7.904
7,110,56,-7.888
8,110,56,-7.872
9,110,56,-7.856
10,110,56,-7.84
11,110,56,-7.824
12,110,56,-7.809
13,110,56,-7.793
14,110,56,-7.777
15,110,56,-7.761
16,110,56,-7.745
17,110,56,-7.729
18,110,56,-7.713
19,110,56,-7.697
20,110,56,-7.681
21,110,56,-7.665
22,110,56,-7.649
23,110,56,-7.633
24,110,56,-7.617
25,110,56,-7.601
26,110,56,-7.585
27,110,56,-7.569
28,110,56,-7.553
29,110,56,-7.537
30,110,56,-7.521
31,110,56,-7.505
32,110,56,-7.489
33,110,56,-7.473
34,110,56,-7.457
35,110,56,-7.441
36,110,56,-7.426
37,110,56,-7.41
38,110,56,-7.394
39,110,56,-7.378
40,110,56,-7.362
41,110,56,-7.346
42,110,56,-7.33
43,110,56,-7.314
44,110,56,-7.298
45,110,56,-7.282
46,110,56,-7.266
47,110,56,-7.25
48,110,56,-7.234
49,110,56,-7.218
50,110,56,-7.202
51,110,56,-7.186
52,110,56,-7.17
53,110,56,-7.154
54,110,56,-7.138
55,110,56,-7.122
56,110,56,-7.106
57,110,56,-7.09
58,110,56,-7.074
59,110,56,-7.059
60,110,56,-7.043
61,110,56,-7.027
62,110,56,-7.011
63,110,56,-6.995
64,110,56,-6.979
65,110,56,-6.963
66,110,56,-6.947
67,110,56,-6.931
68,110,56,-6.915
69,110,56,-6.899
70,110,56,-6.883
71,110,56,-6.867
72,110,56,-6.851
73,110,56,-6.835
74,110,56,-6.819
75,110,56,-6.803
76,110,56,-6.787
77,110,56,-6.771
78,110,56,-6.755
79,110,56,-6.739
80,110,56,-6.723
81,110,56,-6.707
82,110,56,-6.691
83,110,56,-6.676
84,110,56,-6.66
85,110,56,-6.644
86,110,56,-6.628
87,110,56,-6.612
88,110,56,-6.596
89,110,56,-6.58
90,110,56,-6.564
91,110,56,-6.548
92,110,56,-6.532
93,110,56,-6.516
94,110,56,-6.5
0,109,55.991,-8
1,109,55.991,-7.984
2,109,55.991,-7.968
3,109,55.991,-7.952
4,109,55.991,-7.936
5,109,55.991,-7.92
6,109,55.991,-7.904
7,109,55.991,-7.888
8,109,55.991,-7.872
9,109,55.991,-7.856
10,109,55.991,-7.84
11,109,55.991,-7.824
12,109,55.991,-7.809
13,109,55.991,-7.793
14,109,55.991,-7.777
15,109,55.991,-7.761
16,109,55.991,-7.745
17,109,55.991,-7.729
18,109,55.991,-7.713
19,109,55.991,-7.697
20,109,55.991,-7.681
21,109,55.991,-7.665
22,109,55.991,-7.649
23,109,55.991,-7.633
24,109,55.991,-7.617
25,109,55.991,-7.601
26,109,55.991,-7.585
27,109,55.991,-7.569
28,109,55.991,-7.553
29,109,55.991,-7.537
30,109,55.991,-7.521
31,109,55.991,-7.505
32,109,55.991,-7.489
33,109,55.991,-7.473
34,109,55.991,-7.457
35,109,55.991,-7.441
36,109,55.991,-7.426
37,109,55.991,-7.41
38,109,55.991,-7.394
39,109,55.991,-7.378
40,109,55.991,-7.362
41,109,55.991,-7.346
42,109,55.991,-7.33
43,109,55.991,-7.314
44,109,55.991,-7.298
45,109,55.991,-7.282
46,109,55.991,-7.266
47,109,55.991,-7.25
48,109,55.991,-7.234
49,109,55.991,-7.218
50,109,55.991,-7.202
51,109,55.991,-7.186
52,109,55.991,-7.17
53,109,55.991,-7.154
54,109,55.991,-7.138
55,109,55.991,-7.122
56,109,55.991,-7.106
57,109,55.991,-7.09
58,109,55.991,-7.074
59,109,55.991,-7.059
60,109,55.991,-7.043
61,109,55.991,-7.027
62,109,55.991,-7.011
63,109,55.991,-6.995
64,109,55.991,-6.979
65,109,55.991,-6.963
66,109,55.991,-6.947
67,109,55.991,-6.931
68,109,55.991,-6.915
69,109,55.991,-6.899
70,109,55.991,-6.883
71,109,55.991,-6.867
72,109,55.991,-6.851
73,109,55.991,-6.835
74,109,55.991,-6.819
75,109,55.991,-6.803
76,109,55.991,-6.787
77,109,55.991,-6.771
78,109,55.991,-6.755
79,109,55.991,-6.739
80,109,55.991,-6.723
81,109,55.991,-6.707
82,109,55.991,-6.691
83,109,55.991,-6.676
84,109,55.991,-6.66
85,109,55.991,-6.644
86,109,55.991,-6.628
87,109,55.991,-6.612
88,109,55.991,-6.596
89,109,55.991,-6.58
90,109,55.991,-6.564
91,109,55.991,-6.548
92,109,55.991,-6.532
93,109,55.991,-6.516
94,109,55.991,-6.5
0,108,55.982,-8
1,108,55.982,-7.984
2,108,55.982,-7.968
3,108,55.982,-7.952
4,108,55.982,-7.936
5,108,55.982,-7.92
6,108,55.982,-7.904
7,108,55.982,-7.888
8,108,55.982,-7.872
9,108,55.982,-7.856
10,108,55.982,-7.84
11,108,55.982,-7.824
12,108,55.982,-7.809
13,108,55.982,-7.793
14,108,55.982,-7.777
15,108,55.982,-7.761
16,108,55.982,-7.745
17,108,55.982,-7.729
18,108,55.982,-7.713
19,108,55.982,-7.697
20,108,55.982,-7.681
21,108,55.982,-7.665
22,108,55.982,-7.649
23,108,55.982,-7.633
24,108,55.982,-7.617
25,108,55.982,-7.601
26,108,55.982,-7.585
27,108,55.982,-7.569
28,108,55.982,-7.553
29,108,55.982,-7.537
30,108,55.982,-7.521
31,108,55.982,-7.505
32,108,55.982,-7.489
33,108,55.982,-7.473
34,108,55.982,-7.457
35,108,55.982,-7.441
36,108,55.982,-7.426
37,108,55.982,-7.41
38,108,55.982,-7.394
39,108,55.982,-7.378
40,108,55.982,-7.362
41,108,55.982,-7.346
42,108,55.982,-7.33
43,108,55.982,-7.314
44,108,55.982,-7.298
45,108,55.982,-7.282
46,108,55.982,-7.266
47,108,55.982,-7.25
48,108,55.982,-7.234
49,108,55.982,-7.218
50,108,55.982,-7.202
51,108,55.982,-7.186
52,108,55.982,-7.17
53,108,55.982,-7.154
54,108,55.982,-7.138
55,108,55.982,-7.122
56,108,55.982,-7.106
57,108,55.982,-7.09
58,108,55.982,-7.074
59,108,55.982,-7.059
60,108,55.982,-7.043
61,108,55.982,-7.027
62,108,55.982,-7.011
63,108,55.982,-6.995
64,108,55.982,-6.979
65,108,55.982,-6.963
66,108,55.982,-6.947
67,108,55.982,-6.931
68,108,55.982,-6.915
69,108,55.982,-6.899
70,108,55.982,-6.883
71,108,55.982,-6.867
72,108,55.982,-6.851
73,108,55.982,-6.835
74,108,55.982,-6.819
75,108,55.982,-6.803
76,108,55.982,-6.787
77,108,55.982,-6.771
78,108,55.982,-6.755
79,108,55.982,-6.739
80,108,55.982,-6.723
81,108,55.982,-6.707
82,108,55.982,-6.691
83,108,55.982,-6.676
84,108,55.982,-6.66
85,108,55.982,-6.644
86,108,55.982,-6.628
87,108,55.982,-6.612
88,108,55.982,-6.596
89,108,55.982,-6.58
90,108,55.982,-6.564
91,108,55.982,-6.548
92,108,55.982,-6.532
93,108,55.982,-6.516
94,108,55.982,-6.5
0,107,55.973,-8
1,107,55.973,-7.984
2,107,55.973,-7.968
3,107,55.973,-7.952
4,107,55.973,-7.936
5,107,55.973,-7.92
6,107,55.973,-7.904
7,107,55.973,-7.888
8,107,55.973,-7.872
9,107,55.973,-7.856
10,107,55.973,-7.84
11,107,55.973,-7.824
12,107,55.973,-7.809
13,107,55.973,-7.793
14,107,55.973,-7.777
15,107,55.973,-7.761
16,107,55.973,-7.745
17,107,55.973,-7.729
18,107,55.973,-7.713
19,107,55.973,-7.697
20,107,55.973,-7.681
21,107,55.973,-7.665
22,107,55.973,-7.649
23,107,55.973,-7.633
24,107,55.973,-7.617
25,107,55.973,-7.601
26,107,55.973,-7.585
27,107,55.973,-7.569
28,107,55.973,-7.553
29,107,55.973,-7.537
30,107,55.973,-7.521
31,107,55.973,-7.505
32,107,55.973,-7.489
33,107,55.973,-7.473
34,107,55.973,-7.457
35,107,55.973,-7.441
36,107,55.973,-7.426
37,107,55.973,-7.41
38,107,55.973,-7.394
39,107,55.973,-7.378
40,107,55.973,-7.362
41,107,55.973,-7.346
42,107,55.973,-7.33
43,107,55.973,-7.314
44,107,55.973,-7.298
45,107,55.973,-7.282
46,107,55.973,-7.266
47,107,55.973,-7.25
48,107,55.973,-7.234
49,107,55.973,-7.218
50,107,55.973,-7.202
51,107,55.973,-7.186
52,107,55.973,-7.17
53,107,55.973,-7.154
54,107,55.973,-7.138
55,107,55.973,-7.122
56,107,55.973,-7.106
57,107,55.973,-7.09
58,107,55.973,-7.074
59,107,55.973,-7.059
60,107,55.973,-7.043
61,107,55.973,-7.027
62,107,55.973,-7.011
63,107,55.973,-6.995
64,107,55.973,-6.979
65,107,55.973,-6.963
66,107,55.973,-6.947
67,107,55.973,-6.931
68,107,55.973,-6.915
69,107,55.973,-6.899
70,107,55.973,-6.883
71,107,55.973,-6.867
72,107,55.973,-6.851
73,107,55.973,-6.835
74,107,55.973,-6.819
75,107,55.973,-6.803
76,107,55.973,-6.787
77,107,55.973,-6.771
78,107,55.973,-6.755
79,107,55.973,-6.739
80,107,55.973,-6.723
81,107,55.973,-6.707
82,107,55.973,-6.691
83,107,55.973,-6.676
84,107,55.973,-6.66
85,107,55.973,-6.644
86,107,55.973,-6.628
87,107,55.973,-6.612
88,107,55.973,-6.596
89,107,55.973,-6.58
90,107,55.973,-6.564
91,107,55.973,-6.548
92,107,55.973,-6.532
93,107,55.973,-6.516
94,107,55.973,-6.5
0,106,55.964,-8
1,106,55.964,-7.984
2,106,55.964,-7.968
3,106,55.964,-7.952
4,106,55.964,-7.936
5,106,55.964,-7.92
6,106,55.964,-7.904
7,106,55.964,-7.888
8,106,55.964,-7.872
9,106,55.964,-7.856
10,106,55.964,-7.84
11,106,55.964,-7.824
12,106,55.964,-7.809
13,106,55.964,-7.793
14,106,55.964,-7.777
15,106,55.964,-7.761
16,106,55.964,-7.745
17,106,55.964,-7.729
18,106,55.964,-7.713
19,106,55.964,-7.697
20,106,55.964,-7.681
21,106,55.964,-7.665
22,106,55.964,-7.649
23,106,55.964,-7.633
24,106,55.964,-7.617
25,106,55.964,-7.601
26,106,55.964,-7.585
27,106,55.964,-7.569
28,106,55.964,-7.553
29,106,55.964,-7.537
30,106,55.964,-7.521
31,106,55.964,-7.505
32,106,55.964,-7.489
33,106,55.964,-7.473
34,106,55.964,-7.457
35,106,55.964,-7.441
36,106,55.964,-7.426
37,106,55.964,-7.41
38,106,55.964,-7.394
39,106,55.964,-7.378
40,106,55.964,-7.362
41,106,55.964,-7.346
42,106,55.964,-7.33
43,106,55.964,-7.314
44,106,55.964,-7.298
45,106,55.964,-7.282
46,106,55.964,-7.266
47,106,55.964,-7.25
48,106,55.964,-7.234
49,106,55.964,-7.218
50,106,55.964,-7.202
51,106,55.964,-7.186
52,106,55.964,-7.17
53,106,55.964,-7.154
54,106,55.964,-7.138
55,106,55.964,-7.122
56,106,55.964,-7.106
57,106,55.964,-7.09
58,106,55.964,-7.074
59,106,55.964,-7.059
60,106,55.964,-7.043
61,106,55.964,-7.027
62,106,55.964,-7.011
63,106,55.964,-6.995
64,106,55.964,-6.979
65,106,55.964,-6.963
66,106,55.964,-6.947
67,106,55.964,-6.931
68,106,55.964,-6.915
69,106,55.964,-6.899
70,106,55.964,-6.883
71,106,55.964,-6.867
72,106,55.964,-6.851
73,106,55.964,-6.835
74,106,55.964,-6.819
75,106,55.964,-6.803
76,106,55.964,-6.787
77,106,55.964,-6.771
78,106,55.964,-6.755
79,106,55.964,-6.739
80,106,55.964,-6.723
81,106,55.964,-6.707
82,106,55.964,-6.691
83,106,55.964,-6.676
84,106,55.964,-6.66
85,106,55.964,-6.644
86,106,55.964,-6.628
87,106,55.964,-6.612
88,106,55.964,-6.596
89,106,55.964,-6.58
90,106,55.964,-6.564
91,106,55.964,-6.548
92,106,55.964,-6.532
93,106,55.964,-6.516
94,106,55.964,-6.5
0,105,55.955,-8
1,105,55.955,-7.984
2,105,55.955,-7.968
3,105,55.955,-7.952
4,105,55.955,-7.936
5,105,55.955,-7.92
6,105,55.955,-7.904
7,105,55.955,-7.888
8,105,55.955,-7.872
9,105,55.955,-7.856
10,105,55.955,-7.84
11,105,55.955,-7.824
12,105,55.955,-7.809
13,105,55.955,-7.793
14,105,55.955,-7.777
15,105,55.955,-7.761
16,105,55.955,-7.745
17,105,55.955,-7.729
18,105,55.955,-7.713
19,105,55.955,-7.697
20,105,55.955,-7.681
21,105,55.955,-7.665
22,105,55.955,-7.649
23,105,55.955,-7.633
24,105,55.955,-7.617
25,105,55.955,-7.601
26,105,55.955,-7.585
27,105,55.955,-7.569
28,105,55.955,-7.553
29,105,55.955,-7.537
30,105,55.955,-7.521
31,105,55.955,-7.505
32,105,55.955,-7.489
33,105,55.955,-7.473
34,105,55.955,-7.457
35,105,55.955,-7.441
36,105,55.955,-7.426
37,105,55.955,-7.41
38,105,55.955,-7.394
39,105,55.955,-7.378
40,105,55.955,-7.362
41,105,55.955,-7.346
42,105,55.955,-7.33
43,105,55.955,-7.314
44,105,55.955,-7.298
45,105,55.955,-7.282
46,105,55.955,-7.266
47,105,55.955,-7.25
48,105,55.955,-7.234
49,105,55.955,-7.218
50,105,55.955,-7.202
51,105,55.955,-7.186
52,105,55.955,-7.17
53,105,55.955,-7.154
54,105,55.955,-7.138
55,105,55.955,-7.122
56,105,55.955,-7.106
57,105,55.955,-7.09
58,105,55.955,-7.074
59,105,55.955,-7.059
60,105,55.955,-7.043
61,105,55.955,-7.027
62,105,55.955,-7.011
63,105,55.955,-6.995
64,105,55.955,-6.979
65,105,55.955,-6.963
66,105,55.955,-6.947
67,105,55.955,-6.931
68,105,55.955,-6.915
69,105,55.955,-6.899
70,105,55.955,-6.883
71,105,55.955,-6.867
72,105,55.955,-6.851
73,105,55.955,-6.835
74,105,55.955,-6.819
75,105,55.955,-6.803
76,105,55.955,-6.787
77,105,55.955,-6.771
78,105,55.955,-6.755
79,105,55.955,-6.739
80,105,55.955,-6.723
81,105,55.955,-6.707
82,105,55.955,-6.691
83,105,55.955,-6.676
84,105,55.955,-6.66
85,105,55.955,-6.644
86,105,55.955,-6.628
87,105,55.955,-6.612
88,105,55.955,-6.596
89,105,55.955,-6.58
90,105,55.955,-6.564
91,105,55.955,-6.548
92,105,55.955,-6.532
93,105,55.955,-6.516
94,105,55.955,-6.5
0,104,55.945,-8
1,104,55.945,-7.984
2,104,55.945,-7.968
3,104,55.945,-7.952
4,104,55.945,-7.936
5,104,55.945,-7.92
6,104,55.945,-7.904
7,104,55.945,-7.888
8,104,55.945,-7.872
9,104,55.945,-7.856
10,104,55.945,-7.84
11,104,55.945,-7.824
12,104,55.945,-7.809
13,104,55.945,-7.793
14,104,55.945,-7.777
15,104,55.945,-7.761
16,104,55.945,-7.745
17,104,55.945,-7.729
18,104,55.945,-7.713
19,104,55.945,-7.697
20,104,55.945,-7.681
21,104,55.945,-7.665
22,104,55.945,-7.649
23,104,55.945,-7.633
24,104,55.945,-7.617
25,104,55.945,-7.601
26,104,55.945,-7.585
27,104,55.945,-7.569
28,104,55.945,-7.553
29,104,55.945,-7.537
30,104,55.945,-7.521
31,104,55.945,-7.505
32,104,55.945,-7.489
33,104,55.945,-7.473
34,104,55.945,-7.457
35,104,55.945,-7.441
36,104,55.945,-7.426
37,104,55.945,-7.41
38,104,55.945,-7.394
39,104,55.945,-7.378
40,104,55.945,-7.362
41,104,55.945,-7.346
42,104,55.945,-7.33
43,104,55.945,-7.314
44,104,55.945,-7.298
45,104,55.945,-7.282
46,104,55.945,-7.266
47,104,55.945,-7.25
48,104,55.945,-7.234
49,104,55.945,-7.218
50,104,55.945,-7.202
51,104,55.945,-7.186
52,104,55.945,-7.17
53,104,55.945,-7.154
54,104,55.945,-7.138
55,104,55.945,-7.122
56,104,55.945,-7.106
57,104,55.945,-7.09
58,104,55.945,-7.074
59,104,55.945,-7.059
60,104,55.945,-7.043
61,104,55.945,-7.027
62,104,55.945,-7.011
63,104,55.945,-6.995
64,104,55.945,-6.979
65,104,55.945,-6.963
66,104,55.945,-6.947
67,104,55.945,-6.931
68,104,55.945,-6.915
69,104,55.945,-6.899
70,104,55.945,-6.883
71,104,55.945,-6.867
72,104,55.945,-6.851
73,104,55.945,-6.835
74,104,55.945,-6.819
75,104,55.945,-6.803
76,104,55.945,-6.787
77,104,55.945,-6.771
78,104,55.945,-6.755
79,104,55.945,-6.739
80,104,55.945,-6.723
81,104,55.945,-6.707
82,104,55.945,-6.691
83,104,55.945,-6.676
84,104,55.945,-6.66
85,104,55.945,-6.644
86,104,55.945,-6.628
87,104,55.945,-6.612
88,104,55.945,-6.596
89,104,55.945,-6.58
90,104,55.945,-6.564
91,104,55.945,-6.548
92,104,55.945,-6.532
93,104,55.945,-6.516
94,104,55.945,-6.5
0,103,55.936,-8
1,103,55.936,-7.984
2,103,55.936,-7.968
3,103,55.936,-7.952
4,103,55.936,-7.936
5,103,55.936,-7.92
6,103,55.936,-7.904
7,103,55.936,-7.888
8,103,55.936,-7.872
9,103,55.936,-7.856
10,103,55.936,-7.84
11,103,55.936,-7.824
12,103,55.936,-7.809
13,103,55.936,-7.793
14,103,55.936,-7.777
15,103,55.936,-7.761
16,103,55.936,-7.745
17,103,55.936,-7.729
18,103,55.936,-7.713
19,103,55.936,-7.697
20,103,55.936,-7.681
21,103,55.936,-7.665
22,103,55.936,-7.649
23,103,55.936,-7.633
24,103,55.936,-7.617
25,103,55.936,-7.601
26,103,55.936,-7.585
27,103,55.936,-7.569
28,103,55.936,-7.553
29,103,55.936,-7.537
30,103,55.936,-7.521
31,103,55.936,-7.505
32,103,55.936,-7.489
33,103,55.936,-7.473
34,103,55.936,-7.457
35,103,55.936,-7.441
36,103,55.936,-7.426
37,103,55.936,-7.41
38,103,55.936,-7.394
39,103,55.936,-7.378
40,103,55.936,-7.362
41,103,55.936,-7.346
42,103,55.936,-7.33
43,103,55.936,-7.314
44,103,55.936,-7.298
45,103,55.936,-7.282
46,103,55.936,-7.266
47,103,55.936,-7.25
48,103,55.936,-7.234
49,103,55.936,-7.218
50,103,55.936,-7.202
51,103,55.936,-7.186
52,103,55.936,-7.17
53,103,55.936,-7.154
54,103,55.936,-7.138
55,103,55.936,-7.122
56,103,55.936,-7.106
57,103,55.936,-7.09
58,103,55.936,-7.074
59,103,55.936,-7.059
60,103,55.936,-7.043
61,103,55.936,-7.027
62,103,55.936,-7.011
63,103,55.936,-6.995
64,103,55.936,-6.979
65,103,55.936,-6.963
66,103,55.936,-6.947
67,103,55.936,-6.931
68,103,55.936,-6.915
69,103,55.936,-6.899
70,103,55.936,-6.883
71,103,55.936,-6.867
72,103,55.936,-6.851
73,103,55.936,-6.835
74,103,55.936,-6.819
75,103,55.936,-6.803
76,103,55.936,-6.787
77,103,55.936,-6.771
78,103,55.936,-6.755
79,103,55.936,-6.739
80,103,55.936,-6.723
81,103,55.936,-6.707
82,103,55.936,-6.691
83,103,55.936,-6.676
84,103,55.936,-6.66
85,103,55.936,-6.644
86,103,55.936,-6.628
87,103,55.936,-6.612
88,103,55.936,-6.596
89,103,55.936,-6.58
90,103,55.936,-6.564
91,103,55.936,-6.548
92,103,55.936,-6.532
93,103,55.936,-6.516
94,103,55.936,-6.5
0,102,55.927,-8
1,102,55.927,-7.984
2,102,55.927,-7.968
3,102,55.927,-7.952
4,102,55.927,-7.936
5,102,55.927,-7.92
6,102,55.927,-7.904
7,102,55.927,-7.888
8,102,55.927,-7.872
9,102,55.927,-7.856
10,102,55.927,-7.84
11,102,55.927,-7.824
12,102,55.927,-7.809
13,102,55.927,-7.793
14,102,55.927,-7.777
15,102,55.927,-7.761
16,102,55.927,-7.745
17,102,55.927,-7.729
18,102,55.927,-7.713
19,102,55.927,-7.697
20,102,55.927,-7.681
21,102,55.927,-7.665
22,102,55.927,-7.649
23,102,55.927,-7.633
24,102,55.927,-7.617
25,102,55.927,-7.601
26,102,55.927,-7.585
27,102,55.927,-7.569
28,102,55.927,-7.553
29,102,55.927,-7.537
30,102,55.927,-7.521
31,102,55.927,-7.505
32,102,55.927,-7.489
33,102,55.927,-7.473
34,102,55.927,-7.457
35,102,55.927,-7.441
36,102,55.927,-7.426
37,102,55.927,-7.41
38,102,55.927,-7.394
39,102,55.927,-7.378
40,102,55.927,-7.362
41,102,55.927,-7.346
42,102,55.927,-7.33
43,102,55.927,-7.314
44,102,55.927,-7.298
45,102,55.927,-7.282
46,102,55.927,-7.266
47,102,55.927,-7.25
48,102,55.927,-7.234
49,102,55.927,-7.218
50,102,55.927,-7.202
51,102,55.927,-7.186
52,102,55.927,-7.17
53,102,55.927,-7.154
54,102,55.927,-7.138
55,102,55.927,-7.122
56,102,55.927,-7.106
57,102,55.927,-7.09
58,102,55.927,-7.074
59,102,55.927,-7.059
60,102,55.927,-7.043
61,102,55.927,-7.027
62,102,55.927,-7.011
63,102,55.927,-6.995
64,102,55.927,-6.979
65,102,55.927,-6.963
66,102,55.927,-6.947
67,102,55.927,-6.931
68,102,55.927,-6.915
69,102,55.927,-6.899
70,102,55.927,-6.883
71,102,55.927,-6.867
72,102,55.927,-6.851
73,102,55.927,-6.835
74,102,55.927,-6.819
75,102,55.927,-6.803
76,102,55.927,-6.787
77,102,55.927,-6.771
78,102,55.927,-6.755
79,102,55.927,-6.739
80,102,55.927,-6.723
81,102,55.927,-6.707
82,102,55.927,-6.691
83,102,55.927,-6.676
84,102,55.927,-6.66
85,102,55.927,-6.644
86,102,55.927,-6.628
87,102,55.927,-6.612
88,102,55.927,-6.596
89,102,55.927,-6.58
90,102,55.927,-6.564
91,102,55.927,-6.548
92,102,55.927,-6.532
93,102,55.927,-6.516
94,102,55.927,-6.5
0,101,55.918,-8
1,101,55.918,-7.984
2,101,55.918,-7.968
3,101,55.918,-7.952
4,101,55.918,-7.936
5,101,55.918,-7.92
6,101,55.918,-7.904
7,101,55.918,-7.888
8,101,55.918,-7.872
9,101,55.918,-7.856
10,101,55.918,-7.84
11,101,55.918,-7.824
12,101,55.918,-7.809
13,101,55.918,-7.793
14,101,55.918,-7.777
15,101,55.918,-7.761
16,101,55.918,-7.745
17,101,55.918,-7.729
18,101,55.918,-7.713
19,101,55.918,-7.697
20,101,55.918,-7.681
21,101,55.918,-7.665
22,101,55.918,-7.649
23,101,55.918,-7.633
24,101,55.918,-7.617
25,101,55.918,-7.601
26,101,55.918,-7.585
27,101,55.918,-7.569
28,101,55.918,-7.553
29,101,55.918,-7.537
30,101,55.918,-7.521
31,101,55.918,-7.505
32,101,55.918,-7.489
33,101,55.918,-7.473
34,101,55.918,-7.457
35,101,55.918,-7.441
36,101,55.918,-7.426
37,101,55.918,-7.41
38,101,55.918,-7.394
39,101,55.918,-7.378
40,101,55.918,-7.362
41,101,55.918,-7.346
42,101,55.918,-7.33
43,101,55.918,-7.314
44,101,55.918,-7.298
45,101,55.918,-7.282
46,101,55.918,-7.266
47,101,55.918,-7.25
48,101,55.918,-7.234
49,101,55.918,-7.218
50,101,55.918,-7.202
51,101,55.918,-7.186
52,101,55.918,-7.17
53,101,55.918,-7.154
54,101,55.918,-7.138
55,101,55.918,-7.122
56,101,55.918,-7.106
57,101,55.918,-7.09
58,101,55.918,-7.074
59,101,55.918,-7.059
60,101,55.918,-7.043
61,101,55.918,-7.027
62,101,55.918,-7.011
63,101,55.918,-6.995
64,101,55.918,-6.979
65,101,55.918,-6.963
66,101,55.918,-6.947
67,101,55.918,-6.931
68,101,55.918,-6.915
69,101,55.918,-6.899
70,101,55.918,-6.883
71,101,55.918,-6.867
72,101,55.918,-6.851
73,101,55.918,-6.835
74,101,55.918,-6.819
75,101,55.918,-6.803
76,101,55.918,-6.787
77,101,55.918,-6.771
78,101,55.918,-6.755
79,101,55.918,-6.739
80,101,55.918,-6.723
81,101,55.918,-6.707
82,101,55.918,-6.691
83,101,55.918,-6.676
84,101,55.918,-6.66
85,101,55.918,-6.644
86,101,55.918,-6.628
87,101,55.918,-6.612
88,101,55.918,-6.596
89,101,55.918,-6.58
90,101,55.918,-6.564
91,101,55.918,-6.548
92,101,55.918,-6.532
93,101,55.918,-6.516
94,101,55.918,-6.5
0,100,55.909,-8
1,100,55.909,-7.984
2,100,55.909,-7.968
3,100,55.909,-7.952
4,100,55.909,-7.936
5,100,55.909,-7.92
6,100,55.909,-7.904
7,100,55.909,-7.888
8,100,55.909,-7.872
9,100,55.909,-7.856
10,100,55.909,-7.84
11,100,55.909,-7.824
12,100,55.909,-7.809
13,100,55.909,-7.793
14,100,55.909,-7.777
15,100,55.909,-7.761
16,100,55.909,-7.745
17,100,55.909,-7.729
18,100,55.909,-7.713
19,100,55.909,-7.697
20,100,55.909,-7.681
21,100,55.909,-7.665
22,100,55.909,-7.649
23,100,55.909,-7.633
24,100,55.909,-7.617
25,100,55.909,-7.601
26,100,55.909,-7.585
27,100,55.909,-7.569
28,100,55.909,-7.553
29,100,55.909,-7.537
30,100,55.909,-7.521
31,100,55.909,-7.505
32,100,55.909,-7.489
33,100,55.909,-7.473
34,100,55.909,-7.457
35,100,55.909,-7.441
36,100,55.909,-7.426
37,100,55.909,-7.41
38,100,55.909,-7.394
39,100,55.909,-7.378
40,100,55.909,-7.362
41,100,55.909,-7.346
42,100,55.909,-7.33
43,100,55.909,-7.314
44,100,55.909,-7.298
45,100,55.909,-7.282
46,100,55.909,-7.266
47,100,55.909,-7.25
48,100,55.909,-7.234
49,100,55.909,-7.218
50,100,55.909,-7.202
51,100,55.909,-7.186
52,100,55.909,-7.17
53,100,55.909,-7.154
54,100,55.909,-7.138
55,100,55.909,-7.122
56,100,55.909,-7.106
57,100,55.909,-7.09
58,100,55.909,-7.074
59,100,55.909,-7.059
60,100,55.909,-7.043
61,100,55.909,-7.027
62,100,55.909,-7.011
63,100,55.909,-6.995
64,100,55.909,-6.979
65,100,55.909,-6.963
66,100,55.909,-6.947
67,100,55.909,-6.931
68,100,55.909,-6.915
69,100,55.909,-6.899
70,100,55.909,-6.883
71,100,55.909,-6.867
72,100,55.909,-6.851
73,100,55.909,-6.835
74,100,55.909,-6.819
75,100,55.909,-6.803
76,100,55.909,-6.787
77,100,55.909,-6.771
78,100,55.909,-6.755
79,100,55.909,-6.739
80,100,55.909,-6.723
81,100,55.909,-6.707
82,100,55.909,-6.691
83,100,55.909,-6.676
84,100,55.909,-6.66
85,100,55.909,-6.644
86,100,55.909,-6.628
87,100,55.909,-6.612
88,100,55.909,-6.596
89,100,55.909,-6.58
90,100,55.909,-6.564
91,100,55.909,-6.548
92,100,55.909,-6.532
93,100,55.909,-6.516
94,100,55.909,-6.5
0,99,55.9,-8
1,99,55.9,-7.984
2,99,55.9,-7.968
3,99,55.9,-7.952
4,99,55.9,-7.936
5,99,55.9,-7.92
6,99,55.9,-7.904
7,99,55.9,-7.888
8,99,55.9,-7.872
9,99,55.9,-7.856
10,99,55.9,-7.84
11,99,55.9,-7.824
12,99,55.9,-7.809
13,99,55.9,-7.793
14,99,55.9,-7.777
15,99,55.9,-7.761
16,99,55.9,-7.745
17,99,55.9,-7.729
18,99,55.9,-7.713
19,99,55.9,-7.697
20,99,55.9,-7.681
21,99,55.9,-7.665
22,99,55.9,-7.649
23,99,55.9,-7.633
24,99,55.9,-7.617
25,99,55.9,-7.601
26,99,55.9,-7.585
27,99,55.9,-7.569
28,99,55.9,-7.553
29,99,55.9,-7.537
30,99,55.9,-7.521
31,99,55.9,-7.505
32,99,55.9,-7.489
33,99,55.9,-7.473
34,99,55.9,-7.457
35,99,55.9,-7.441
36,99,55.9,-7.426
37,99,55.9,-7.41
38,99,55.9,-7.394
39,99,55.9,-7.378
40,99,55.9,-7.362
41,99,55.9,-7.346
42,99,55.9,-7.33
43,99,55.9,-7.314
44,99,55.9,-7.298
45,99,55.9,-7.282
46,99,55.9,-7.266
